ID,name,FoodGroup,Calories,Fat,Protein,Carbohydrate
3565,Snacks Rice Cakes Brown Rice Multigrain Unsalted,Snacks,387,3.5,8.5,80.1
3566,Snacks Corn Cakes Very Low Sodium,Snacks,387,2.4,8.1,83.4
3567,Snacks Rice Cakes Brown Rice Rye,Snacks,386,3.8,8.1,79.9
3568,Formulated Bar Mars Snackfood Us Snickers Marathon Energy Bar All Flavors,Snacks,386,10.79,21.91,50.3
3569,Formulated Bar Slim-Fast Optima Meal Bar Milk Chocolate Peanut,Snacks,386,8.92,16.19,60.21
3570,Snacks Rice Cakes Brown Rice Corn,Snacks,385,3.2,8.4,81.2
3571,Soychips,Snacks,385,7.35,26.5,53.15
3572,Popcorn Air-Popped Unbuttered,Snacks,385,4.52,12.89,77.47
3573,Snacks Popcorn Cakes,Snacks,384,3.1,9.7,80.1
3574,Snacks Pretzels Hard Plain Salted,Snacks,384,2.93,10.04,80.39
3575,Snacks Brown Rice Chips,Snacks,384,2.8,8.2,81.5
3576,Snack Mixed Berry Bar,Snacks,383,10.53,13.16,58.84
3577,Snacks Popcorn Air-Popped (Unsalted),Snacks,382,4.2,12,77.9
3578,Pretzels Hard Plain Lightly Salted,Snacks,382,3.22,9.57,79.8
3579,Popcorn Sugar Syrup/caramel Fat-Free,Snacks,381,1.4,2,90.06
3580,Snacks Pretzels Hard Plain Made With Enriched Flour Unsalted,Snacks,381,3.5,9.1,79.2
3581,Snacks Pretzels Hard Plain Made With Unenriched Flour Salted,Snacks,381,3.5,9.1,79.2
3582,Snacks Pretzels Hard Plain Made With Unenriched Flour Unsalted,Snacks,381,3.5,9.1,79.2
3583,Formulated Bar Mars Snackfood Us Snickers Marathon Honey Nut Oat Bar,Snacks,381,7.87,22.5,55.13
3584,Pretzels Hard Multigrain,Snacks,381,2.96,10.15,80.08
3585,Snacks Rice Cakes Brown Rice Buckwheat,Snacks,380,3.5,9,80.1
3586,Snacks Rice Cakes Brown Rice Buckwheat Unsalted,Snacks,380,3.5,9,80.1
3587,Pretzel Chips Hard Gluten Free,Snacks,380,6.51,3.43,76.7
3588,Snacks Potato Chips Fat Free Salted,Snacks,379,0.6,9.64,83.76
3589,Snickers Marathon Double Chocolate Nut Bar,Snacks,377,8.99,22.35,51.66
3590,Breakfast Bar Nfs,Snacks,377,7.5,4.4,72.9
3591,Breakfast Bar Cereal Crust With Fruit Filling Lowfat,Snacks,377,7.5,4.4,72.9
3592,Breakfast Bar Corn Flake Crust With Fruit,Snacks,376,7.5,4.4,72.8
3593,Pretzel Chips Hard Plain,Snacks,375,2.86,9.8,78.43
3594,Snacks General Mills Betty Crocker Fruit Roll Ups Berry Flavored With Vitamin C,Snacks,373,3.5,0.1,85.2
3595,Snacks Fruit Leather Pieces With Vitamin C,Snacks,373,3.5,0.1,85.2
3596,Pretzels Soft Ready-To-Eat Cinnamon Sugar Coated,Snacks,371,6.08,6.22,74.07
3597,Pretzels Soft From Frozen Cinnamon Sugar Coated,Snacks,371,6.08,6.22,74.07
3598,Pretzel Chips Hard Flavored,Snacks,370,2.82,9.68,77.52
3599,Snacks Kelloggs Nutri-Grain Cereal Bars Fruit,Snacks,365,8.67,4.22,67.61
3600,Pretzels Soft Ready-To-Eat Coated Or Flavored,Snacks,365,7.75,7.88,66.03
3601,Pretzels Soft From Frozen Coated Or Flavored,Snacks,365,7.75,7.88,66.03
3602,Formulated Bar Power Bar Chocolate,Snacks,363,3.11,14.15,69.63
3603,Snacks Pretzels Hard Whole-Wheat Including Both Salted And Unsalted,Snacks,362,2.6,11.1,81.3
3604,Snacks Candy Rolls Yogurt-Covered Fruit Flavored With High Vitamin C,Snacks,359,6.53,0.46,74.64
3605,Pretzels Soft Ready-To-Eat Topped With Meat,Snacks,351,9.94,11.56,53.65
3606,Pretzels Soft From Frozen Topped With Meat,Snacks,351,9.94,11.56,53.65
3607,Pretzels Soft Ready-To-Eat Unsalted Buttered,Snacks,350,4.05,8.12,70.34
3608,Formulated Bar Mars Snackfood Us Cocoavia Chocolate Almond Snack Bar,Snacks,347,14.19,7.72,51.68
3609,Snacks Clif Bar Mixed Flavors,Snacks,346,5.88,14.71,65.44
3610,Soft Pretzels,Snacks,345,3.1,8.2,71.04
3611,Snacks Granola Bar Fruit-Filled Nonfat,Snacks,342,0.9,5.9,77.6
3612,Snacks Sunkist Sunkist Fruit Roll Strawberry With Vitamins A C And E,Snacks,342,1,0.6,82.7
3613,Snacks Farley Candy Farley Fruit Snacks With Vitamins A C And E,Snacks,341,0,4.4,80.9
3614,Pretzels Soft Nfs,Snacks,341,4.03,8.07,68.23
3615,Pretzels Soft Ready-To-Eat Nfs,Snacks,341,4.03,8.07,68.23
3616,Pretzels Soft Ready-To-Eat Salted Buttered,Snacks,341,4.03,8.07,68.23
3617,Pretzels Soft From Frozen Nfs,Snacks,341,4.03,8.07,68.23
3618,Pretzels Soft From School Lunch,Snacks,339,3.16,8.55,70.73
3619,Soft Pretzels (Salted),Snacks,338,3.1,8.2,69.39
3620,Pretzels Soft Ready-To-Eat Topped With Cheese,Snacks,338,5.28,10.23,62.5
4280,Pretzels Soft From Frozen Topped With Cheese,Snacks,338,5.28,10.23,62.5
4281,Pretzels Soft Filled With Cheese,Snacks,338,5.28,10.23,62.5
4282,Pretzels Soft Ready-To-Eat Salted No Butter,Snacks,336,3.08,8.14,68.91
4283,Pretzels Soft From Frozen Salted,Snacks,336,3.08,8.14,68.91
4284,Pretzels Soft Gluten Free Cinnamon Sugar Coated,Snacks,336,8.07,3.1,63.83
4285,Pretzels Soft Multigrain,Snacks,332,3.16,8.55,69.16
4286,Rice Paper,Snacks,329,1.21,5.07,72.54
4287,Pretzels Soft Gluten Free Coated Or Flavored,Snacks,326,10.37,4.09,54.16
4288,Formulated Bar Mars Snackfood Us Cocoavia Chocolate Blueberry Snack Bar,Snacks,325,9.27,6.21,57.87
4289,Snacks Tortilla Chips Low Fat Made With Olestra Nacho Cheese,Snacks,318,3.53,8.44,65.22
4290,Pretzels Soft Gluten Free,Snacks,297,5.74,4.03,57.27
4291,Snacks Potato Chips Fat-Free Made With Olestra,Snacks,274,0.7,7.74,65
4814,Snacks Potato Chips Made From Dried Potatoes Fat-Free Made With Olestra,Snacks,253,0.93,5.06,56
2196,Potatoes Mashed Dehydrated Granules Without Milk Dry Form,Vegetables,372,0.54,8.22,85.51
2197,Potatoes Scalloped Dry Mix Unprepared,Vegetables,358,4.59,7.77,73.93
2198,Potatoes Mashed Dehydrated Granules With Milk Dry Form,Vegetables,357,1.1,10.9,77.7
2199,Potato Flour,Vegetables,357,0.34,6.9,83.1
2200,Potatoes Mashed Dehydrated Flakes Without Milk Dry Form,Vegetables,354,0.41,8.34,81.17
2201,Onions Dehydrated Flakes,Vegetables,349,0.46,8.95,83.28
2202,Shallots Freeze-Dried,Vegetables,348,0.5,12.3,80.7
2203,Carrot Dehydrated,Vegetables,341,1.49,8.1,79.57
2204,Sun-Dried Hot Chile Peppers,Vegetables,324,5.81,10.58,69.86
2205,Leeks (Bulb And Lower-Leaf Portion) Freeze-Dried,Vegetables,321,2.1,15.2,74.65
2206,Potatoes Au Gratin Dry Mix Unprepared,Vegetables,314,3.7,8.9,74.31
2207,Peppers Sweet Red Freeze-Dried,Vegetables,314,3,17.9,68.7
2208,Dried Chives,Vegetables,311,3.5,21.2,64.29
2209,Dried Agar Seaweed,Vegetables,306,0.3,6.21,80.88
2210,Tomato Powder,Vegetables,302,0.44,12.91,74.68
2211,Pepeao Dried,Vegetables,298,0.44,4.82,81.03
2212,Dried Shiitake Mushrooms,Vegetables,296,0.99,9.58,75.37
2213,Dried Spirulina Seaweed,Vegetables,290,7.72,57.47,23.9
2214,Dried Fungi Cloud Ears,Vegetables,284,0.73,9.25,73.01
2215,Dried Ancho Peppers,Vegetables,281,8.2,11.86,51.42
2216,Freeze-Dried Parsley,Vegetables,271,5.2,31.3,42.38
2217,Radishes Oriental Dried,Vegetables,271,0.72,7.9,63.37
2218,Seaweed Canadian Cultivated Emi-Tsunomata Dry,Vegetables,259,1.39,15.34,46.24
2219,Candied Ripe Plantain Puerto Rican Style,Vegetables,258,7.5,0.8,50.17
2220,Sun-Dried Tomatoes,Vegetables,258,2.97,14.11,55.76
2221,Kanpyo,Vegetables,258,0.56,8.58,65.03
2222,Dasheen Fried,Vegetables,253,8.85,0.64,42.81
2223,Pumpkin Fritters Puerto Rican Style,Vegetables,241,8.98,2.27,39.13
2224,Sweet Potato And Pumpkin Casserole Puerto Rican Style,Vegetables,226,6.96,2.99,39.91
2225,Potatoes French Fried Cottage-Cut Salt Not Added In Processing Frozen Oven-Heated,Vegetables,218,8.2,3.44,34.03
2226,Potatoes Frozen French Fried Par Fried Cottage-Cut Prepared Heated In Oven With Salt,Vegetables,218,8.2,3.44,34.03
2227,Potatoes Baked Skin Without Salt,Vegetables,198,0.1,4.29,46.06
2228,Potatoes Baked Skin Only With Salt,Vegetables,198,0.1,4.29,46.06
2229,Okra Batter-Dipped Fried,Vegetables,194,8.7,4.83,24.66
2230,Potatoes French Fried Shoestring Salt Added In Processing Frozen Oven-Heated,Vegetables,194,6.76,2.9,31.66
2231,Potato Puffs Frozen Oven-Heated,Vegetables,192,9.05,2.13,27.29
2232,Cassava Cooked Made With Oil,Vegetables,183,3.39,1.32,37.04
2233,Sweet Potatoes French Fried Frozen As Packaged Salt Added In Processing,Vegetables,182,8.92,2.16,35.58
2234,Potatoes Hash Brown Frozen With Butter Sauce Prepared,Vegetables,178,8.79,2.46,24.13
2235,Potato Puffs Frozen Unprepared,Vegetables,178,8.71,1.93,24.8
2236,Sweet Potato Candied,Vegetables,178,3.17,0.99,37.55
2237,Cassava Cooked Made With Butter,Vegetables,178,2.8,1.35,37.04
2238,Cassava Cooked Ns As To Fat Added In Cooking,Vegetables,176,2.53,1.34,37.05
2239,Cassava Cooked Fat Added In Cooking Ns As To Type Of Fat,Vegetables,176,2.53,1.34,37.05
2240,Cassava Cooked Made With Margarine,Vegetables,172,2.13,1.33,37.06
2241,Beans Pinto Immature Seeds Frozen Unprepared,Vegetables,170,0.5,9.8,32.5
2242,Potatoes French Fried All Types Salt Not Added In Processing Frozen Oven-Heated,Vegetables,168,5.22,2.66,28.71
2243,Sweet Potato Cooked Candied Home-Prepared,Vegetables,164,3.54,0.89,32.12
2244,Potatoes French Fried Shoestring Salt Added In Processing Frozen As Purchased,Vegetables,163,6.24,2.16,25.59
2245,Sweet Potato Fries From Fresh Baked,Vegetables,162,9.19,1.82,18.76
2246,Potatoes French Fried Wedge Cut Frozen Unprepared,Vegetables,162,7.47,2.56,22.22
2247,Potatoes Yellow Fleshed French Fried Frozen Unprepared,Vegetables,162,5.84,2.47,25.01
2248,Beans Pinto Immature Seeds Frozen Cooked Boiled Drained With Salt,Vegetables,162,0.48,9.31,30.87
2249,Beans Pinto Immature Seeds Frozen Cooked Boiled Drained Without Salt,Vegetables,162,0.48,9.31,30.87
2250,Sweet Potato Puffs Frozen Unprepared,Vegetables,161,3.58,1.36,30.72
2251,Cassava Cooked Fat Not Added In Cooking,Vegetables,161,0.28,1.37,38.22
2252,Cassava,Vegetables,160,0.28,1.36,38.06
2253,Potato Baked Peel Eaten With Meat,Vegetables,159,8.3,4.66,17.06
2254,Potato Baked Peel Not Eaten With Meat,Vegetables,159,8.27,4.24,17.38
2255,Artichokes Stuffed,Vegetables,159,5.81,5.31,22.33
2256,Potatoes French Fried All Types Salt Added In Processing Frozen Home-Prepared Oven Heated,Vegetables,158,5.48,2.75,25.55
2257,Breadfruit Fried,Vegetables,158,4.13,1.29,32.66
2258,Fufu,Vegetables,156,2.65,1.39,31.8
2259,Potatoes French Fried Cottage-Cut Salt Not Added In Processing Frozen As Purchased,Vegetables,153,5.78,2.42,23.98
2260,Tannier Cooked,Vegetables,153,0.27,2.05,36.18
2261,Potato Baked Peel Eaten With Cheese,Vegetables,152,7.7,4,17.41
2262,Potato Baked Peel Not Eaten With Cheese,Vegetables,152,7.68,3.58,17.72
2263,Peas Cowpeas Field Peas Or Blackeye Peas Not Dried Cooked Ns As To Form Made With Oil,Vegetables,151,3.23,8.22,23.01
2264,Peas Cowpeas Field Peas Or Blackeye Peas Not Dried Cooked From Frozen Made With Oil,Vegetables,151,3.23,8.22,23.01
2265,Peas Cowpeas Field Peas Or Blackeye Peas Not Dried Cooked From Canned Made With Oil,Vegetables,150,3.22,8.19,22.92
2266,Eppaw Raw,Vegetables,150,1.8,4.6,31.68
2267,Garlic,Vegetables,149,0.5,6.36,33.06
2268,Potatoes French Fried Steak Fries Salt Added In Processing Frozen Oven-Heated,Vegetables,148,3.76,2.57,26.98
2269,Winged Bean Tuber Raw,Vegetables,148,0.9,11.6,28.1
2270,Green Banana Fried,Vegetables,147,6.41,1.14,23.99
2271,Potatoes French Fried All Types Salt Added In Processing Frozen Unprepared,Vegetables,147,4.66,2.24,24.81
2272,Potatoes French Fried All Types Salt Not Added In Processing Frozen As Purchased,Vegetables,147,4.66,2.24,24.81
2273,Peas Cowpeas Field Peas Or Blackeye Peas Not Dried Cooked Ns As To Form Made With Butter,Vegetables,147,2.82,8.24,22.99
2274,Peas Cowpeas Field Peas Or Blackeye Peas Not Dried Cooked From Frozen Made With Butter,Vegetables,147,2.82,8.24,22.99
2275,Potatoes French Fried Crinkle Or Regular Cut Salt Added In Processing Frozen As Purchased,Vegetables,146,4.99,2.34,23.96
2276,Peas Cowpeas Field Peas Or Blackeye Peas Not Dried Cooked From Canned Made With Butter,Vegetables,146,2.81,8.21,22.9
2277,Peas Cowpeas Field Peas Or Blackeye Peas Not Dried Cooked Ns As To Form Ns As To Fat Added In Cooking,Vegetables,145,2.59,8.23,23
2278,Peas Cowpeas Field Peas Or Blackeye Peas Not Dried Cooked From Fresh Ns As To Fat Added In Cooking,Vegetables,145,2.59,8.23,23
2279,Peas Cowpeas Field Peas Or Blackeye Peas Not Dried Cooked From Frozen Ns As To Fat Added In Cooking,Vegetables,145,2.59,8.23,23
2280,Peas Cowpeas Field Peas Or Blackeye Peas Not Dried Cooked Ns As To Form Fat Added In Cooking Ns As To Type Of Fat,Vegetables,145,2.59,8.23,23
2281,Peas Cowpeas Field Peas Or Blackeye Peas Not Dried Cooked From Frozen Fat Added In Cooking Ns As To Type Of Fat,Vegetables,145,2.59,8.23,23
2282,Peas Cowpeas Field Peas Or Blackeye Peas Not Dried Cooked From Canned Ns As To Fat Added In Cooking,Vegetables,144,2.58,8.2,22.91
2283,Peas Cowpeas Field Peas Or Blackeye Peas Not Dried Cooked From Canned Fat Added In Cooking Ns As To Type Of Fat,Vegetables,144,2.58,8.2,22.91
2284,Taro Baked,Vegetables,144,0.26,1.93,34.09
2285,Potato Salad Home-Prepared,Vegetables,143,8.2,2.68,11.17
2286,Beans Lima Immature Cooked From Fresh Made With Oil,Vegetables,142,2.9,6.6,22.89
2287,Peas Cowpeas Field Peas Or Blackeye Peas Not Dried Cooked Ns As To Form Made With Margarine,Vegetables,142,2.26,8.22,23
2288,Peas Cowpeas Field Peas Or Blackeye Peas Not Dried Cooked From Canned Made With Margarine,Vegetables,142,2.25,8.19,22.92
2289,Starchy Vegetables Including Tannier White Sweet Potato And Yam No Plantain Puerto Rican Style,Vegetables,142,0.19,1.16,33.86
2290,Cooked Taro,Vegetables,142,0.11,0.52,34.6
2291,Taro Cooked With Salt,Vegetables,142,0.11,0.52,34.6
2292,Soybeans Green Cooked Boiled Drained With Salt,Vegetables,141,6.4,12.35,11.05
2293,Potato Baked Peel Eaten With Vegetables,Vegetables,141,6.27,4.09,17.81
2294,Potato Baked Peel Not Eaten With Vegetables,Vegetables,141,6.24,3.65,18.14
2295,Potato Baked Peel Eaten With Chili,Vegetables,141,6.15,4.4,17.73
2296,Potato Baked Peel Not Eaten With Chili,Vegetables,141,6.13,4.01,18.02
2297,Creamed Christophine Puerto Rican Style,Vegetables,141,4.09,2.21,25.07
2298,Dasheen Boiled,Vegetables,141,0.11,0.52,34.39
2299,Squash Winter Baked With Cheese,Vegetables,140,8.31,3.27,14.2
2300,Beans Lima Immature From Fresh Creamed Or With Cheese Sauce,Vegetables,139,4.36,6.87,18.3
2301,Cowpeas (Blackeyes) Immature Seeds Frozen Unprepared,Vegetables,139,0.7,8.98,25.13
2302,Beans Lima Immature Cooked From Fresh Made With Butter,Vegetables,138,2.49,6.61,22.87
2303,Beans Lima Immature Cooked From Fresh Ns As To Fat Added In Cooking,Vegetables,136,2.26,6.6,22.88
2304,Beans Lima Immature Cooked From Fresh Fat Added In Cooking Ns As To Type Of Fat,Vegetables,136,2.26,6.6,22.88
2305,Beans Lima Immature Cooked From Canned Fat Added In Cooking Ns As To Type Of Fat,Vegetables,136,2.26,6.6,22.88
2306,Pigeonpeas Immature Seeds Raw,Vegetables,136,1.64,7.2,23.88
2307,Potatoes Hash Brown Frozen With Butter Sauce Unprepared,Vegetables,135,6.66,1.87,18.28
2308,Starchy Vegetables NFS Puerto Rican Style,Vegetables,135,0.19,1.06,33.14
2309,Starchy Vegetables Including Tannier White Sweet Potato And Yam With Green Or Ripe Plantains Puerto Rican Style,Vegetables,135,0.19,1.06,33.14
2310,Potatoes Au Gratin Home-Prepared From Recipe Using Butter,Vegetables,134,7.59,5.06,11.26
2311,Potatoes French Fried Steak Cut Salt Not Added In Processing Frozen Unprepared,Vegetables,134,3.42,2.4,24.31
2312,Beans Lima Immature Cooked From Fresh Made With Margarine,Vegetables,133,1.93,6.59,22.89
2313,Peas Cowpeas Field Peas Or Blackeye Peas Not Dried Cooked From Frozen Made With Margarine,Vegetables,133,0.93,8.4,23.52
2314,Potatoes Au Gratin Home-Prepared From Recipe Using Margarine,Vegetables,132,7.59,5.06,11.27
2315,Cassava With Creole Sauce Puerto Rican Style,Vegetables,132,3.48,1.28,24.57
2316,Cowpeas (Blackeyes) Immature Seeds Frozen Cooked Boiled Drained Without Salt,Vegetables,132,0.66,8.49,23.76
2317,Lima Beans Immature Seeds Frozen Baby Unprepared,Vegetables,132,0.44,7.59,25.14
2318,Potatoes Microwaved Cooked In Skin Skin Without Salt,Vegetables,132,0.1,4.39,29.63
2319,Potatoes Microwaved Cooked In Skin Skin With Salt,Vegetables,132,0.1,4.39,29.63
2320,Corn Pudding Home Prepared,Vegetables,131,5.04,4.42,16.97
2321,Sweet Potato Baked Peel Eaten Made With Oil,Vegetables,131,4.67,2.02,20.84
2322,Breadfruit Cooked Ns As To Fat Added In Cooking,Vegetables,131,2.7,1.15,28.72
2323,Breadfruit Cooked Fat Added In Cooking,Vegetables,131,2.7,1.15,28.72
2324,Cowpeas (Blackeyes) Immature Seeds Frozen Cooked Boiled Drained With Salt,Vegetables,131,0.66,8.49,23.5
2325,Peas Cowpeas Field Peas Or Blackeye Peas Not Dried Cooked Ns As To Form Fat Not Added In Cooking,Vegetables,131,0.66,8.44,23.62
2326,Peas Cowpeas Field Peas Or Blackeye Peas Not Dried Cooked From Frozen Fat Not Added In Cooking,Vegetables,131,0.66,8.44,23.62
2327,Peas Cowpeas Field Peas Or Blackeye Peas Not Dried Cooked From Canned Fat Not Added In Cooking,Vegetables,131,0.65,8.41,23.53
2328,Potato Baked Peel Eaten With Sour Cream,Vegetables,130,5.54,2.41,18.62
2329,Potato Baked Peel Not Eaten With Sour Cream,Vegetables,130,5.51,1.95,18.96
2330,Potato Boiled From Fresh Peel Eaten Made With Oil,Vegetables,130,4.87,2.37,20.07
2331,Potato Roasted From Fresh Peel Eaten Made With Oil,Vegetables,130,4.87,2.37,20.07
2332,Potato Boiled From Fresh Peel Not Eaten Made With Oil,Vegetables,130,4.84,1.86,20.45
2333,Potato Roasted From Fresh Peel Not Eaten Made With Oil,Vegetables,130,4.84,1.86,20.45
2334,Potatoes French Fried Steak Fries Salt Added In Processing Frozen As Purchased,Vegetables,130,3.39,2.19,23.51
2335,Sweet Pickled Relish,Vegetables,130,0.47,0.37,35.06
2336,USDA Commodity Potato Wedges Frozen,Vegetables,129,2.2,2.7,25.46
2337,Pickle Relish Hamburger,Vegetables,129,0.54,0.63,34.48
2338,Sweet Potato Baked Peel Not Eaten Made With Oil,Vegetables,127,4.89,1.91,19.65
2339,Potatoes Roasted Salt Added In Processing Frozen Unprepared,Vegetables,127,1.81,2.22,26.15
2340,Pigeon Peas Cooked Ns As To Form Ns As To Fat Added In Cooking,Vegetables,126,3.47,5.76,18.8
2341,Pigeon Peas Cooked Ns As To Form Fat Added In Cooking,Vegetables,126,3.47,5.76,18.8
2342,Pigeon Peas Cooked From Fresh Ns As To Fat Added In Cooking,Vegetables,126,3.47,5.76,18.8
2343,Pigeon Peas Cooked From Fresh Fat Added In Cooking,Vegetables,126,3.47,5.76,18.8
2344,Pigeon Peas Cooked From Canned Ns As To Fat Added In Cooking,Vegetables,126,3.47,5.76,18.8
2345,Pigeon Peas Cooked From Canned Fat Added In Cooking,Vegetables,126,3.47,5.76,18.8
2346,Spinach And Cheese Casserole,Vegetables,125,7.23,6.75,9.56
2347,Stirfried Soybean Sprouts,Vegetables,125,7.1,13.1,9.4
2348,Soybeans Mature Seeds Sprouted Cooked Stir-Fried With Salt,Vegetables,125,7.1,13.1,9.4
2349,Beans Lima Immature Ns As To Form Creamed Or With Cheese Sauce,Vegetables,125,4.38,6.38,15.39
2350,Beans Lima Immature From Frozen Creamed Or With Cheese Sauce,Vegetables,125,4.38,6.38,15.4
2351,Beans Lima Immature From Canned Creamed Or With Cheese Sauce,Vegetables,125,4.38,6.38,15.4
2352,Potato Boiled From Fresh Peel Eaten Ns As To Fat Added In Cooking,Vegetables,125,4.22,2.39,20.08
2353,Potato Boiled From Fresh Peel Eaten Fat Added In Cooking Ns As To Type Of Fat,Vegetables,125,4.22,2.39,20.08
2354,Potato Roasted From Fresh Peel Eaten Ns As To Fat Added In Cooking,Vegetables,125,4.22,2.39,20.08
2355,Potato Roasted From Fresh Peel Eaten Fat Added In Cooking Ns As To Type Of Fat,Vegetables,125,4.22,2.39,20.08
2356,Potato Nfs,Vegetables,125,4.19,1.87,20.45
2357,Potato Boiled Nfs,Vegetables,125,4.19,1.87,20.45
2358,Potato Boiled Ready-To-Heat,Vegetables,125,4.19,1.87,20.45
2359,Potato Boiled From Fresh Peel Not Eaten Ns As To Fat Added In Cooking,Vegetables,125,4.19,1.87,20.45
2360,Potato Boiled From Fresh Peel Not Eaten Fat Added In Cooking Ns As To Type Of Fat,Vegetables,125,4.19,1.87,20.45
2361,Potato Roasted Nfs,Vegetables,125,4.19,1.87,20.45
2362,Potato Roasted From Fresh Peel Not Eaten Ns As To Fat Added In Cooking,Vegetables,125,4.19,1.87,20.45
2363,Potato Roasted From Fresh Peel Not Eaten Fat Added In Cooking Ns As To Type Of Fat,Vegetables,125,4.19,1.87,20.45
2364,Potato Roasted Ready-To-Heat,Vegetables,125,4.19,1.87,20.45
2365,Sweet Potato Baked Peel Eaten Ns As To Fat Added In Cooking,Vegetables,125,4.05,2.03,20.85
2366,Sweet Potato Baked Peel Eaten Fat Added In Cooking Ns As To Type Of Fat,Vegetables,125,4.05,2.03,20.85
2367,Tomatoes Ns As To Form Scalloped,Vegetables,124,5.86,2.75,15.67
2368,Potato Baked Peel Eaten With Butter,Vegetables,124,4.16,2.41,20.01
2369,Potato Baked Peel Not Eaten With Butter,Vegetables,124,4.13,1.9,20.39
2370,Pea Sprouts,Vegetables,124,0.68,8.8,27.11
2371,Vegetables Dipped In Chick-Pea Flour Batter Fried Pakora,Vegetables,123,4.68,4.92,16.25
2372,Sweet Potato Canned Ns As To Fat Added In Cooking,Vegetables,123,4.28,1.58,20.05
2373,Sweet Potato Canned Fat Added In Cooking,Vegetables,123,4.28,1.58,20.05
2374,Sweet Potato Baked Peel Eaten Made With Butter,Vegetables,123,3.81,2.05,20.85
2375,Beans Lima Immature Cooked Ns As To Form Made With Oil,Vegetables,123,2.92,5.88,18.71
2376,Beans Lima Immature Cooked From Frozen Made With Oil,Vegetables,123,2.92,5.88,18.71
2377,Beans Lima Immature Cooked From Canned Made With Oil,Vegetables,123,2.92,5.88,18.71
2378,Cooked Lima Beans,Vegetables,123,0.32,6.81,23.64
2379,Lima Beans Immature Seeds Cooked Boiled Drained With Salt,Vegetables,123,0.32,6.81,23.64
2380,Artichoke Salad In Oil,Vegetables,122,8.57,2.65,10.96
2381,Lotus Root Cooked Fat Added In Cooking,Vegetables,122,6.99,1.45,14.66
